Player,Age,Pos,Tm,G,GS,MP,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTF,PTS_per_game,PTS_per_min,ASTTOVR,Salary
Kawhi Leonard,27,SF,TOR,60,60,2040,560,1129,0.49601417183348095,112,302,0.3708609271523179,448,827,0.5417170495767836,364,426,0.8544600938967136,78,361,439,199,106,24,121,87,1596,0.3773250664304694,26.6,0.7823529411764706,1.6446280991735538,23114066
Keita Bates-Diop,23,SF,MIN,30,3,503,60,142,0.4225352112676056,13,52,0.25,47,90,0.5222222222222223,18,28,0.6428571428571429,16,67,83,17,18,14,14,29,151,0.19718309859154928,5.033333333333333,0.30019880715705766,1.2142857142857142,838464
Kelly Olynyk,27,PF,MIA,79,36,1812,261,564,0.4627659574468085,113,319,0.3542319749216301,148,245,0.6040816326530613,152,185,0.8216216216216217,72,303,375,140,53,37,114,183,787,0.3280141843971631,9.962025316455696,0.43432671081677704,1.2280701754385965,13537527
Kelly Oubre,23,"SF, SF","WAS, PHO",69,19,1935,375,842,0.44536817102137766,108,338,0.31952662721893493,267,504,0.5297619047619048,189,244,0.7745901639344263,71,254,325,84,84,59,103,181,1047,0.28978622327790976,15.173913043478262,0.5410852713178295,0.8155339805825242,3208630
Kemba Walker,28,PG,CHO,82,82,2863,731,1684,0.4340855106888361,260,731,0.35567715458276333,471,953,0.49422875131164745,380,450,0.8444444444444444,52,309,361,484,102,34,211,131,2102,0.2672209026128266,25.634146341463413,0.7341949004540692,2.293838862559242,12000000
Kenneth Faried,29,"C, C","BRK, HOU",37,13,728,156,265,0.5886792452830188,8,25,0.32,148,240,0.6166666666666667,64,99,0.6464646464646465,97,153,250,20,17,23,33,82,384,0.37358490566037733,10.378378378378379,0.5274725274725275,0.6060606060606061,14242782
Kenrich Williams,24,SF,NOP,46,29,1079,107,279,0.3835125448028674,52,156,0.3333333333333333,55,123,0.44715447154471544,13,19,0.6842105263157895,55,164,219,83,45,19,36,95,279,0.06810035842293907,6.065217391304348,0.25857275254865614,2.3055555555555554,838464
Kent Bazemore,29,SG,ATL,67,35,1643,278,691,0.402315484804631,96,300,0.32,182,391,0.46547314578005117,127,175,0.7257142857142858,37,224,261,152,89,42,121,170,779,0.2532561505065123,11.626865671641792,0.47413268411442483,1.256198347107438,18089888
Kentavious Caldwell-Pope,25,SG,LAL,82,23,2035,325,756,0.4298941798941799,151,435,0.3471264367816092,174,321,0.5420560747663551,137,158,0.8670886075949367,48,190,238,110,73,13,65,137,938,0.20899470899470898,11.439024390243903,0.46093366093366095,1.6923076923076923,12000000
Kevin Durant,30,SF,GSW,78,78,2702,721,1383,0.5213304410701374,137,388,0.35309278350515466,584,995,0.5869346733668341,448,506,0.8853754940711462,33,464,497,457,58,84,225,155,2027,0.3658712942877802,25.987179487179485,0.7501850481125093,2.031111111111111,30000000
