Player,Age,Pos,Tm,G,GS,MP,FG,FGA,FGp,X3P,X3PA,X3Pp,X2P,X2PA,X2Pp,FT,FTA,FTp,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FTF,PTS_per_game,PTS_per_min,ASTTOVR,Salary
Brandon Goodwin,23,PG,DEN,16,0,57,6,23,0.2608695652173913,2,6,0.3333333333333333,4,17,0.23529411764705882,9,11,0.8181818181818182,1,2,3,14,0,0,3,7,23,0.4782608695652174,1.4375,0.40350877192982454,4.666666666666667,56845
Brandon Ingram,21,SF,LAL,52,52,1760,362,729,0.49657064471879286,31,94,0.32978723404255317,331,635,0.521259842519685,195,289,0.6747404844290658,41,226,267,154,28,31,129,149,950,0.39643347050754457,18.26923076923077,0.5397727272727273,1.193798449612403,5757120
Brandon Knight,27,"PG, PG","HOU, CLE",39,26,736,99,260,0.38076923076923075,41,129,0.3178294573643411,58,131,0.44274809160305345,27,34,0.7941176470588235,10,49,59,71,21,2,30,62,266,0.13076923076923078,6.82051282051282,0.36141304347826086,2.3666666666666667,14631250
Brandon Sampson,21,SG,CHI,14,2,214,28,60,0.4666666666666667,11,29,0.3793103448275862,17,31,0.5483870967741935,4,6,0.6666666666666666,3,13,16,10,8,3,12,19,71,0.1,5.071428571428571,0.3317757009345794,0.8333333333333334,77250
Brook Lopez,30,C,MIL,81,81,2322,355,786,0.45165394402035625,187,512,0.365234375,168,274,0.6131386861313869,112,133,0.8421052631578947,33,363,396,98,51,179,82,189,1009,0.1692111959287532,12.45679012345679,0.43453919035314387,1.1951219512195121,3382000
Bruce Brown,22,SG,DET,74,56,1449,125,314,0.3980891719745223,24,93,0.25806451612903225,101,221,0.45701357466063347,45,60,0.75,48,137,185,91,40,36,46,178,319,0.1910828025477707,4.3108108108108105,0.22015182884748102,1.9782608695652173,838464
Bruno Caboclo,23,SF,MEM,34,19,800,96,225,0.4266666666666667,48,130,0.36923076923076925,48,95,0.5052631578947369,42,50,0.84,42,116,158,50,14,33,38,81,282,0.2222222222222222,8.294117647058824,0.3525,1.3157894736842106,705361
Bryn Forbes,25,SG,SAS,82,81,2293,361,791,0.4563843236409608,176,413,0.4261501210653753,185,378,0.4894179894179894,69,78,0.8846153846153846,18,221,239,175,45,4,80,159,967,0.0986093552465234,11.792682926829269,0.4217182730047972,2.1875,3125000
Buddy Hield,26,SG,SAC,82,82,2615,623,1360,0.45808823529411763,278,651,0.4270353302611367,345,709,0.48660084626234135,171,193,0.8860103626943006,106,306,412,205,58,33,146,202,1695,0.14191176470588235,20.670731707317074,0.6481835564053537,1.404109589041096,3833760
Caleb Swanigan,21,"PF, PF","SAC, POR",21,0,178,18,53,0.33962264150943394,1,7,0.14285714285714285,17,46,0.3695652173913043,6,9,0.6666666666666666,17,47,64,11,6,1,18,28,43,0.16981132075471697,2.0476190476190474,0.24157303370786518,0.6111111111111112,1740000
Cameron Payne,24,"PG, PG","CLE, CHI",40,13,712,96,223,0.4304932735426009,25,84,0.2976190476190476,71,139,0.5107913669064749,33,41,0.8048780487804879,13,59,72,106,28,9,45,64,250,0.18385650224215247,6.25,0.351123595505618,2.3555555555555556,3440356
Caris LeVert,24,SF,BRK,40,25,1063,207,483,0.42857142857142855,48,154,0.3116883116883117,159,329,0.48328267477203646,85,123,0.6910569105691057,35,116,151,156,42,14,69,77,547,0.2546583850931677,13.675,0.5145813734713076,2.260869565217391,1702800
Carmelo Anthony,34,PF,HOU,10,2,294,49,121,0.4049586776859504,21,64,0.328125,28,57,0.49122807017543857,15,22,0.6818181818181818,9,45,54,5,4,7,8,32,134,0.18181818181818182,13.4,0.4557823129251701,0.625,2393887
Cedi Osman,23,SF,CLE,76,75,2444,360,844,0.4265402843601896,130,374,0.34759358288770054,230,470,0.48936170212765956,141,181,0.7790055248618785,45,312,357,195,60,11,114,195,991,0.21445497630331753,13.039473684210526,0.4054828150572831,1.7105263157894737,2775000
Chandler Hutchison,22,SF,CHI,44,14,895,96,209,0.45933014354066987,14,50,0.28,82,159,0.5157232704402516,23,38,0.6052631578947368,31,154,185,34,23,6,25,59,229,0.18181818181818182,5.204545454545454,0.2558659217877095,1.36,1991520
Chandler Parsons,30,SF,MEM,25,3,496,68,182,0.37362637362637363,29,94,0.30851063829787234,39,88,0.4431818181818182,22,25,0.88,4,66,70,43,19,5,32,45,187,0.13736263736263737,7.48,0.37701612903225806,1.34375,24107258
Channing Frye,35,C,CLE,36,6,341,43,117,0.36752136752136755,32,79,0.4050632911392405,11,38,0.2894736842105263,11,14,0.7857142857142857,4,48,52,20,6,5,13,44,129,0.11965811965811966,3.5833333333333335,0.3782991202346041,1.5384615384615385,2393887
Chasson Randle,25,PG,WAS,49,2,743,91,217,0.41935483870967744,46,115,0.4,45,102,0.4411764705882353,43,62,0.6935483870967742,10,46,56,97,25,3,43,91,271,0.2857142857142857,5.530612244897959,0.36473755047106327,2.255813953488372,975824
Cheick Diallo,22,PF,NOP,64,1,896,168,271,0.6199261992619927,1,4,0.25,167,267,0.6254681647940075,50,67,0.746268656716418,75,257,332,33,29,33,49,113,387,0.24723247232472326,6.046875,0.43191964285714285,0.673469387755102,1544951
Chimezie Metu,21,PF,SAS,29,0,145,19,58,0.3275862068965517,0,2,0,19,56,0.3392857142857143,13,17,0.7647058823529411,9,27,36,13,6,2,15,14,51,0.29310344827586204,1.7586206896551724,0.35172413793103446,0.8666666666666667,838464
Chris Boucher,26,PF,TOR,28,0,163,34,76,0.4473684210526316,12,37,0.32432432432432434,22,39,0.5641025641025641,13,15,0.8666666666666667,16,40,56,2,6,24,7,31,93,0.19736842105263158,3.3214285714285716,0.5705521472392638,0.2857142857142857,457418
Chris Paul,33,PG,HOU,58,58,1857,302,720,0.41944444444444445,127,355,0.35774647887323946,175,365,0.4794520547945205,175,203,0.8620689655172413,36,229,265,473,114,18,152,146,906,0.28194444444444444,15.620689655172415,0.4878836833602585,3.111842105263158,35654150
Christian Wood,23,"PF, PF","MIL, NOP",21,2,251,61,117,0.5213675213675214,9,26,0.34615384615384615,52,91,0.5714285714285714,41,56,0.7321428571428571,17,66,83,8,7,10,17,17,172,0.47863247863247865,8.19047619047619,0.6852589641434262,0.47058823529411764,1512601
CJ McCollum,27,SG,POR,70,70,2375,571,1243,0.4593724859211585,167,445,0.3752808988764045,404,798,0.506265664160401,159,192,0.828125,62,220,282,207,55,28,106,172,1468,0.15446500402252614,20.97142857142857,0.6181052631578947,1.9528301886792452,25759766
CJ Miles,31,"SF, SF","MEM, TOR",53,1,856,112,311,0.36012861736334406,67,203,0.33004926108374383,45,108,0.4166666666666667,48,58,0.8275862068965517,13,82,95,36,26,15,30,79,339,0.1864951768488746,6.39622641509434,0.39602803738317754,1.2,8333333
CJ Williams,28,SG,MIN,15,0,128,17,35,0.4857142857142857,5,16,0.3125,12,19,0.631578947368421,0,1,0,1,7,8,12,6,0,5,16,39,0.02857142857142857,2.6,0.3046875,2.4,77250
Cody Zeller,26,C,CHO,49,47,1243,190,345,0.5507246376811594,6,22,0.2727272727272727,184,323,0.5696594427244582,111,141,0.7872340425531915,110,223,333,102,38,41,62,164,497,0.40869565217391307,10.142857142857142,0.3998390989541432,1.6451612903225807,13528090
Collin Sexton,20,PG,CLE,82,72,2605,519,1206,0.43034825870646765,119,296,0.40202702702702703,400,910,0.43956043956043955,214,255,0.8392156862745098,57,179,236,243,44,6,185,186,1371,0.21144278606965175,16.71951219512195,0.526295585412668,1.3135135135135134,4073760
Corey Brewer,32,"SF, SF","PHI, SAC",31,3,492,53,123,0.43089430894308944,14,44,0.3181818181818182,39,79,0.4936708860759494,31,43,0.7209302325581395,26,50,76,39,32,7,19,63,151,0.34959349593495936,4.870967741935484,0.30691056910569103,2.0526315789473686,2559925
Cory Joseph,27,PG,IND,82,9,2063,226,548,0.4124087591240876,55,171,0.3216374269005848,171,377,0.4535809018567639,30,43,0.6976744186046512,39,240,279,321,94,22,80,131,537,0.07846715328467153,6.548780487804878,0.26030053320407176,4.0125,7945000
Courtney Lee,33,"SG, SG","NYK, DAL",34,6,428,53,129,0.4108527131782946,16,55,0.2909090909090909,37,74,0.5,14,21,0.6666666666666666,9,45,54,37,21,3,14,32,136,0.16279069767441862,4,0.3177570093457944,2.642857142857143,12253780
Cristiano Felicio,26,C,CHI,60,0,746,95,179,0.5307262569832403,0,4,0,95,175,0.5428571428571428,50,73,0.684931506849315,79,139,218,37,11,7,33,69,240,0.40782122905027934,4,0.32171581769436997,1.121212121212121,8470980
D'Angelo Russell,22,PG,BRK,81,81,2448,659,1517,0.43441001977587346,234,635,0.36850393700787404,425,882,0.481859410430839,160,205,0.7804878048780488,53,262,315,563,100,20,253,141,1712,0.13513513513513514,21.135802469135804,0.6993464052287581,2.225296442687747,7019698
Damian Lillard,28,PG,POR,80,80,2838,681,1533,0.44422700587084146,237,643,0.36858475894245724,444,890,0.49887640449438203,468,513,0.9122807017543859,68,303,371,551,88,34,212,148,2067,0.33463796477495106,25.8375,0.7283298097251586,2.599056603773585,27977689
Damion Lee,26,SG,GSW,32,0,375,56,127,0.4409448818897638,27,68,0.39705882352941174,29,59,0.4915254237288136,19,22,0.8636363636363636,8,56,64,13,13,0,11,28,158,0.1732283464566929,4.9375,0.42133333333333334,1.1818181818181819,77250
Damyean Dotson,24,SG,NYK,73,40,2004,290,698,0.4154727793696275,126,342,0.3684210526315789,164,356,0.4606741573033708,73,98,0.7448979591836735,34,228,262,135,58,10,71,135,779,0.14040114613180515,10.67123287671233,0.38872255489021956,1.9014084507042253,1378242
Daniel Hamilton,23,SG,ATL,19,3,204,23,60,0.38333333333333336,8,23,0.34782608695652173,15,37,0.40540540540540543,3,6,0.5,10,37,47,22,6,1,16,19,57,0.1,3,0.27941176470588236,1.375,1349383
Daniel Theis,26,C,BOS,66,2,908,146,266,0.5488721804511278,26,67,0.3880597014925373,120,199,0.6030150753768844,56,76,0.7368421052631579,87,138,225,68,21,42,33,161,374,0.2857142857142857,5.666666666666667,0.4118942731277533,2.0606060606060606,1378242
Danilo Gallinari,30,SF,LAC,68,68,2059,409,884,0.4626696832579186,161,372,0.4327956989247312,248,512,0.484375,367,406,0.9039408866995073,54,363,417,178,49,23,99,129,1346,0.4592760180995475,19.794117647058822,0.6537153958232151,1.797979797979798,21587579
Danny Green,31,SG,TOR,80,80,2216,293,630,0.4650793650793651,198,435,0.45517241379310347,95,195,0.48717948717948717,37,44,0.8409090909090909,60,257,317,126,73,53,75,171,821,0.06984126984126984,10.2625,0.3704873646209386,1.68,10000000
Dante Cunningham,31,PF,SAS,64,21,928,75,158,0.47468354430379744,30,65,0.46153846153846156,45,93,0.4838709677419355,14,18,0.7777777777777778,48,140,188,50,27,13,22,71,194,0.11392405063291139,3.03125,0.20905172413793102,2.272727272727273,2487000
Dante Exum,23,PG,UTA,42,1,664,101,241,0.4190871369294606,18,62,0.2903225806451613,83,179,0.46368715083798884,68,86,0.7906976744186046,16,52,68,110,14,5,52,69,288,0.35684647302904565,6.857142857142857,0.43373493975903615,2.1153846153846154,10600000
Danuel House,25,SF,HOU,39,13,979,118,252,0.46825396825396826,74,178,0.4157303370786517,44,74,0.5945945945945946,56,71,0.7887323943661971,25,115,140,40,21,11,35,80,366,0.28174603174603174,9.384615384615385,0.3738508682328907,1.1428571428571428,247827
Dario Saric,24,"PF, PF","PHI, MIN",81,41,2023,304,696,0.4367816091954023,118,323,0.3653250773993808,186,373,0.49865951742627346,132,150,0.88,126,331,457,127,45,9,97,182,858,0.21551724137931033,10.592592592592593,0.4241225902125556,1.309278350515464,2526840
Darius Miller,28,SF,NOP,69,15,1757,189,484,0.390495867768595,133,364,0.36538461538461536,56,120,0.4666666666666667,56,71,0.7887323943661971,14,114,128,146,40,23,59,165,567,0.14669421487603307,8.217391304347826,0.32270916334661354,2.4745762711864407,2205000
Darren Collison,31,PG,IND,76,76,2143,308,659,0.4673748103186646,79,194,0.4072164948453608,229,465,0.4924731182795699,158,190,0.8315789473684211,36,196,232,459,110,9,125,138,853,0.2883156297420334,11.223684210526315,0.3980401306579561,3.672,10000000
Daryl Macon,23,SG,DAL,8,0,90,10,27,0.37037037037037035,5,11,0.45454545454545453,5,16,0.3125,4,7,0.5714285714285714,2,10,12,7,1,0,6,8,29,0.25925925925925924,3.625,0.32222222222222224,1.1666666666666667,77250
David Nwaba,26,SG,CLE,51,14,984,126,262,0.48091603053435117,24,75,0.32,102,187,0.5454545454545454,58,85,0.6823529411764706,41,122,163,54,36,17,29,106,334,0.3244274809160305,6.549019607843137,0.3394308943089431,1.8620689655172413,1512601
Davis Bertans,26,PF,SAS,76,12,1632,204,453,0.4503311258278146,145,338,0.4289940828402367,59,115,0.5130434782608696,53,60,0.8833333333333333,23,241,264,100,35,33,43,133,606,0.13245033112582782,7.973684210526316,0.3713235294117647,2.3255813953488373,7000000
De'Aaron Fox,21,PG,SAC,81,81,2546,505,1102,0.45825771324863884,86,232,0.3706896551724138,419,870,0.48160919540229885,303,417,0.7266187050359713,43,261,304,590,133,45,227,204,1399,0.37840290381125224,17.271604938271604,0.549489395129615,2.5991189427312777,5470920
De'Anthony Melton,20,PG,PHO,50,31,984,100,256,0.390625,29,95,0.30526315789473685,71,161,0.4409937888198758,21,28,0.75,25,109,134,159,68,23,75,113,250,0.109375,5,0.2540650406504065,2.12,949000
Deandre Ayton,20,C,PHO,71,70,2183,509,870,0.5850574712643678,0,4,0,509,866,0.5877598152424942,141,189,0.746031746031746,223,506,729,125,61,67,126,209,1159,0.21724137931034482,16.323943661971832,0.5309207512597343,0.9920634920634921,8175840
Delon Wright,26,"PG, PG","MEM, TOR",75,13,1699,242,558,0.4336917562724014,50,168,0.2976190476190476,192,390,0.49230769230769234,119,150,0.7933333333333333,68,198,266,248,88,30,77,103,653,0.26881720430107525,8.706666666666667,0.38434373160682755,3.220779220779221,2536898
DeMar DeRozan,29,SG,SAS,77,77,2688,631,1313,0.4805788271134806,7,45,0.15555555555555556,624,1268,0.4921135646687697,366,441,0.8299319727891157,54,408,462,475,86,36,199,177,1635,0.33587204874333587,21.233766233766232,0.6082589285714286,2.386934673366834,27739975
DeMarcus Cousins,28,C,GSW,30,30,771,178,371,0.4797843665768194,26,95,0.2736842105263158,152,276,0.5507246376811594,106,144,0.7361111111111112,43,204,247,107,40,44,72,109,488,0.3881401617250674,16.266666666666666,0.6329442282749675,1.4861111111111112,5337000
DeMarre Carroll,32,PF,BRK,67,8,1703,227,575,0.3947826086956522,106,310,0.3419354838709677,121,265,0.45660377358490567,184,242,0.7603305785123967,68,281,349,85,31,10,73,114,744,0.42086956521739133,11.104477611940299,0.4368761009982384,1.1643835616438356,15400000
Demetrius Jackson,24,PG,PHI,6,0,39,8,15,0.5333333333333333,2,6,0.3333333333333333,6,9,0.6666666666666666,4,4,1,2,1,3,5,2,0,1,4,22,0.26666666666666666,3.6666666666666665,0.5641025641025641,5,170107
Deng Adel,21,SF,CLE,19,3,194,11,36,0.3055555555555556,6,23,0.2608695652173913,5,13,0.38461538461538464,4,4,1,3,16,19,5,1,4,6,13,32,0.1111111111111111,1.6842105263157894,0.16494845360824742,0.8333333333333334,77250
Dennis Smith,21,"PG, PG","NYK, DAL",53,50,1508,278,650,0.4276923076923077,67,208,0.32211538461538464,211,442,0.47737556561085975,99,156,0.6346153846153846,32,123,155,252,67,20,154,129,722,0.24,13.622641509433961,0.47877984084880637,1.6363636363636365,3819960
Deonte Burton,25,SG,OKC,32,0,240,33,82,0.4024390243902439,8,27,0.2962962962962963,25,55,0.45454545454545453,8,12,0.6666666666666666,4,24,28,9,6,8,9,31,82,0.14634146341463414,2.5625,0.3416666666666667,1,500000
Derrick Favors,27,C,UTA,76,70,1766,363,619,0.5864297253634895,17,78,0.21794871794871795,346,541,0.6395563770794824,154,228,0.6754385964912281,207,353,560,89,56,106,84,163,897,0.3683360258481422,11.802631578947368,0.5079275198187996,1.0595238095238095,16900000
Derrick Jones,21,SF,MIA,60,14,1153,160,324,0.49382716049382713,28,91,0.3076923076923077,132,233,0.5665236051502146,74,122,0.6065573770491803,96,144,240,37,46,42,43,123,422,0.3765432098765432,7.033333333333333,0.36600173460537727,0.8604651162790697,1512601
Derrick Rose,30,PG,MIN,51,13,1392,363,753,0.4820717131474104,54,146,0.3698630136986301,309,607,0.5090609555189456,137,160,0.85625,33,107,140,220,31,12,82,57,917,0.21248339973439576,17.980392156862745,0.6587643678160919,2.682926829268293,2176260
Derrick White,24,PG,SAS,67,55,1728,260,543,0.47882136279926335,48,142,0.3380281690140845,212,401,0.5286783042394015,95,123,0.7723577235772358,35,212,247,263,67,47,97,145,663,0.2265193370165746,9.895522388059701,0.3836805555555556,2.711340206185567,1667160
DeVaughn Akoon-Purcell,25,SG,DEN,7,0,22,3,10,0.3,0,4,0,3,6,0.5,1,2,0.5,1,3,4,6,2,0,2,4,7,0.2,1,0.3181818181818182,3,77250
Devin Booker,22,SG,PHO,64,64,2242,586,1255,0.46693227091633466,135,414,0.32608695652173914,451,841,0.5362663495838288,393,454,0.8656387665198237,39,226,265,433,56,13,264,200,1700,0.36175298804780875,26.5625,0.7582515611061552,1.6401515151515151,3314365
Devin Harris,35,PG,DAL,68,2,1071,132,347,0.3804034582132565,62,200,0.31,70,147,0.47619047619047616,102,134,0.7611940298507462,12,100,112,122,35,16,56,133,428,0.3861671469740634,6.294117647058823,0.3996265172735761,2.1785714285714284,2393887
Devin Robinson,23,SF,WAS,7,0,95,19,32,0.59375,0,2,0,19,30,0.6333333333333333,9,14,0.6428571428571429,6,14,20,6,4,6,2,11,47,0.4375,6.714285714285714,0.49473684210526314,3,77250
Dewayne Dedmon,29,C,ATL,64,52,1609,259,526,0.4923954372623574,83,217,0.3824884792626728,176,309,0.56957928802589,92,113,0.8141592920353983,105,375,480,90,69,71,84,214,693,0.21482889733840305,10.828125,0.43070229956494716,1.0714285714285714,6300000
Deyonta Davis,22,C,ATL,9,0,118,15,22,0.6818181818181818,0,1,0,15,21,0.7142857142857143,6,10,0.6,10,26,36,5,3,5,3,12,36,0.45454545454545453,4,0.3050847457627119,1.6666666666666667,1741503
Dillon Brooks,23,SF,MEM,18,0,330,49,122,0.4016393442622951,15,40,0.375,34,82,0.4146341463414634,22,30,0.7333333333333333,9,22,31,16,10,4,19,50,135,0.2459016393442623,7.5,0.4090909090909091,0.8421052631578947,1378242
Dion Waiters,27,SG,MIA,44,28,1138,198,478,0.41422594142259417,109,289,0.3771626297577855,89,189,0.4708994708994709,22,44,0.5,7,109,116,121,29,9,64,72,527,0.09205020920502092,11.977272727272727,0.46309314586994726,1.890625,12705000
Dirk Nowitzki,40,PF,DAL,51,20,795,135,376,0.35904255319148937,64,205,0.3121951219512195,71,171,0.4152046783625731,39,50,0.78,5,153,158,35,9,18,18,76,373,0.13297872340425532,7.313725490196078,0.4691823899371069,1.9444444444444444,5000000
DJ Augustin,31,PG,ORL,81,81,2269,318,677,0.46971935007385524,131,311,0.4212218649517685,187,366,0.5109289617486339,181,209,0.8660287081339713,41,162,203,426,52,4,128,115,948,0.3087149187592319,11.703703703703704,0.4178052005288673,3.328125,7250000
DJ Wilson,22,PF,MIL,48,3,882,104,251,0.41434262948207173,46,127,0.36220472440944884,58,124,0.46774193548387094,26,47,0.5531914893617021,45,177,222,52,18,20,32,85,280,0.18725099601593626,5.833333333333333,0.31746031746031744,1.625,2534280
Domantas Sabonis,22,C,IND,74,5,1838,413,700,0.59,9,17,0.5294117647058824,404,683,0.5915080527086384,208,291,0.7147766323024055,186,504,690,212,48,30,160,239,1043,0.4157142857142857,14.094594594594595,0.5674646354733406,1.325,2659800
Donovan Mitchell,22,SG,UTA,77,77,2598,661,1530,0.4320261437908497,188,519,0.3622350674373796,473,1011,0.4678536102868447,319,396,0.8055555555555556,59,257,316,322,106,31,218,208,1829,0.25882352941176473,23.753246753246753,0.7040030792917629,1.4770642201834863,3111480
Donte DiVincenzo,22,SG,MIL,27,0,411,50,124,0.4032258064516129,22,83,0.26506024096385544,28,41,0.6829268292682927,9,12,0.75,16,49,65,31,13,6,19,38,131,0.0967741935483871,4.851851851851852,0.31873479318734793,1.631578947368421,2484360
Dorian Finney-Smith,25,SF,DAL,81,26,1985,228,528,0.4318181818181818,79,254,0.3110236220472441,149,274,0.5437956204379562,73,103,0.7087378640776699,138,251,389,95,69,36,74,186,608,0.19507575757575757,7.506172839506172,0.3062972292191436,1.2837837837837838,1544951
Doug McDermott,27,SF,IND,77,1,1340,207,422,0.490521327014218,84,206,0.4077669902912621,123,216,0.5694444444444444,66,79,0.8354430379746836,17,92,109,67,18,8,42,104,564,0.1872037914691943,7.324675324675325,0.4208955223880597,1.5952380952380953,7333334
Dragan Bender,21,PF,PHO,46,27,826,88,197,0.4467005076142132,22,101,0.21782178217821782,66,96,0.6875,32,54,0.5925925925925926,34,149,183,56,18,22,37,90,230,0.27411167512690354,5,0.2784503631961259,1.5135135135135136,4661280
Draymond Green,28,PF,GSW,66,66,2065,188,422,0.44549763033175355,47,165,0.28484848484848485,141,257,0.5486381322957199,63,91,0.6923076923076923,60,421,481,454,95,70,169,197,486,0.2156398104265403,7.363636363636363,0.23535108958837772,2.6863905325443787,17469565
Duncan Robinson,24,PF,MIA,15,1,161,18,46,0.391304347826087,10,35,0.2857142857142857,8,11,0.7272727272727273,4,6,0.6666666666666666,2,17,19,5,5,0,4,11,50,0.13043478260869565,3.3333333333333335,0.3105590062111801,1.25,77250
Dusty Hannahs,25,SG,MEM,2,0,26,3,12,0.25,0,5,0,3,7,0.42857142857142855,2,2,1,0,1,1,5,1,0,1,1,8,0.16666666666666666,4,0.3076923076923077,5,47370
Dwayne Bacon,23,SG,CHO,43,13,759,122,257,0.47470817120622566,38,87,0.4367816091954023,84,170,0.49411764705882355,34,46,0.7391304347826086,8,81,89,47,12,5,18,72,316,0.17898832684824903,7.348837209302325,0.4163372859025033,2.611111111111111,1378242
Dwight Powell,27,C,DAL,77,22,1662,290,486,0.5967078189300411,39,127,0.30708661417322836,251,359,0.6991643454038997,196,254,0.7716535433070866,140,271,411,112,44,50,67,201,815,0.522633744855967,10.584415584415584,0.49037304452466907,1.671641791044776,9631250
Dwyane Wade,37,SG,MIA,72,2,1885,416,960,0.43333333333333335,86,261,0.32950191570881227,330,699,0.4721030042918455,165,233,0.7081545064377682,69,216,285,301,59,38,166,118,1083,0.24270833333333333,15.041666666666666,0.5745358090185676,1.8132530120481927,2393887
Dzanan Musa,19,SG,BRK,9,0,39,9,22,0.4090909090909091,1,10,0.1,8,12,0.6666666666666666,0,2,0,1,4,5,2,2,0,4,1,19,0.09090909090909091,2.111111111111111,0.48717948717948717,0.5,1634400
E'Twaun Moore,29,SG,NOP,53,36,1463,256,532,0.48120300751879697,76,176,0.4318181818181818,180,356,0.5056179775280899,45,59,0.7627118644067796,35,92,127,102,40,8,59,112,633,0.11090225563909774,11.943396226415095,0.43267259056732743,1.728813559322034,8808685
Ed Davis,29,C,BRK,81,1,1446,186,302,0.6158940397350994,0,2,0,186,300,0.62,100,162,0.6172839506172839,216,478,694,61,35,33,64,226,472,0.5364238410596026,5.827160493827161,0.326417704011065,0.953125,4449000
Edmond Sumner,23,PG,IND,23,2,210,22,64,0.34375,7,27,0.25925925925925924,15,37,0.40540540540540543,15,24,0.625,9,15,24,10,12,5,10,26,66,0.375,2.869565217391304,0.3142857142857143,1,449794
Elfrid Payton,24,PG,NOP,42,42,1250,179,412,0.4344660194174757,33,105,0.3142857142857143,146,307,0.4755700325732899,55,74,0.7432432432432432,49,171,220,320,44,17,112,81,446,0.1796116504854369,10.619047619047619,0.3568,2.857142857142857,3000000
Elie Okobo,21,PG,PHO,53,16,958,114,290,0.3931034482758621,39,132,0.29545454545454547,75,158,0.47468354430379744,37,47,0.7872340425531915,12,86,98,127,32,7,69,109,304,0.16206896551724137,5.735849056603773,0.3173277661795407,1.8405797101449275,1238464
Emmanuel Mudiay,22,PG,NYK,59,42,1607,330,740,0.44594594594594594,69,210,0.32857142857142857,261,530,0.49245283018867925,144,186,0.7741935483870968,33,163,196,228,43,19,140,103,873,0.25135135135135134,14.796610169491526,0.5432482887367766,1.6285714285714286,4294479
Enes Kanter,26,"C, C","POR, NYK",67,31,1640,375,683,0.5490483162518301,10,34,0.29411764705882354,365,649,0.5624036979969184,155,197,0.7868020304568528,257,402,659,116,32,26,118,167,915,0.2884333821376281,13.656716417910447,0.5579268292682927,0.9830508474576272,19264603
Eric Bledsoe,29,PG,MIL,78,78,2272,470,971,0.4840370751802266,124,377,0.32891246684350134,346,594,0.5824915824915825,177,236,0.75,82,280,362,430,116,29,165,156,1241,0.243048403707518,15.91025641025641,0.5462147887323944,2.606060606060606,15000000
Eric Gordon,30,SG,HOU,68,53,2158,384,938,0.4093816631130064,216,600,0.36,168,338,0.4970414201183432,119,152,0.7828947368421053,17,131,148,129,41,27,90,143,1103,0.16204690831556504,16.220588235294116,0.5111214087117701,1.4333333333333333,13500375
Ersan Ilyasova,31,PF,MIL,67,7,1231,167,381,0.43832020997375326,58,160,0.3625,109,221,0.49321266968325794,61,74,0.8243243243243243,94,208,302,52,32,20,48,172,453,0.1942257217847769,6.7611940298507465,0.36799350121852153,1.0833333333333333,7000000
Evan Fournier,26,SG,ORL,81,81,2553,468,1069,0.43779232927970063,153,450,0.34,315,619,0.5088852988691438,137,170,0.8058823529411765,38,220,258,295,71,12,154,225,1226,0.15902712815715622,15.135802469135802,0.48021934978456715,1.9155844155844155,17000000
Evan Turner,30,PG,POR,73,2,1605,204,443,0.4604966139954853,11,52,0.21153846153846154,193,391,0.4936061381074169,75,106,0.7075471698113207,37,291,328,283,33,18,114,110,494,0.23927765237020315,6.767123287671233,0.30778816199376946,2.482456140350877,17868853
Frank Jackson,20,PG,NOP,61,16,1169,194,447,0.43400447427293065,53,169,0.3136094674556213,141,278,0.5071942446043165,54,73,0.7397260273972602,25,109,134,69,25,2,48,92,495,0.16331096196868009,8.114754098360656,0.4234388366124893,1.4375,1378242
Frank Kaminsky,25,C,CHO,47,0,755,138,298,0.46308724832214765,50,139,0.3597122302158273,88,159,0.5534591194968553,79,107,0.7383177570093458,39,124,163,63,12,12,41,68,405,0.35906040268456374,8.617021276595745,0.5364238410596026,1.5365853658536586,3627842
Frank Mason,24,PG,SAC,38,0,435,71,169,0.42011834319526625,14,64,0.21875,57,105,0.5428571428571428,39,57,0.6842105263157895,6,37,43,84,16,4,36,34,195,0.33727810650887574,5.131578947368421,0.4482758620689655,2.3333333333333335,1378242
Frank Ntilikina,20,PG,NYK,43,16,904,95,282,0.33687943262411346,33,115,0.28695652173913044,62,167,0.3712574850299401,23,30,0.7666666666666667,12,75,87,121,30,14,56,104,246,0.10638297872340426,5.72093023255814,0.2721238938053097,2.1607142857142856,4155720
Fred VanVleet,24,PG,TOR,64,28,1760,246,600,0.41,112,296,0.3783783783783784,134,304,0.4407894736842105,97,115,0.8434782608695652,21,146,167,307,57,20,82,110,701,0.19166666666666668,10.953125,0.39829545454545456,3.7439024390243905,8653847
Furkan Korkmaz,21,SG,PHI,48,7,679,98,245,0.4,47,144,0.3263888888888889,51,101,0.504950495049505,36,44,0.8181818181818182,16,91,107,52,29,2,25,62,279,0.17959183673469387,5.8125,0.4108983799705449,2.08,1740000
Garrett Temple,32,"SG, SG","LAC, MEM",75,55,2040,208,493,0.42190669371196754,90,264,0.3409090909090909,118,229,0.5152838427947598,80,107,0.7476635514018691,28,188,216,106,76,30,70,204,586,0.21703853955375255,7.8133333333333335,0.2872549019607843,1.5142857142857142,8000000
Gary Clark,24,PF,HOU,51,2,641,50,151,0.33112582781456956,41,138,0.2971014492753623,9,13,0.6923076923076923,7,7,1,24,92,116,18,20,26,7,47,148,0.046357615894039736,2.9019607843137254,0.23088923556942278,2.5714285714285716,674122
